ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Reasoning,Remarks,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Satire vs Non-satire,Reviewer,Review
58-103,30/03/2023 17:55:16,https://twitter.com/Itsumonako/status/1581377321302302721,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@Itsumonako,Itsumo,Makatas,Anonymous,03/2022,497,19,,@pads_nosi NPA na pari?? Aktibista pa! Wahahaha,The claim that civilians who participate in rallies for farmers are members of NPA has no basis,"Missing data: 
Location",,"Text, Reply",16/10/2022 04:11,,Emotional,1,0,1,0,,,Non-Satire,,
58-104,30/03/2023 17:55:16,https://twitter.com/SimpleITGuy/status/1581275472193024000,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@SimpleITGuy,Mar,"Im an IT and computer technician, i can fix anything.",Anonymous,08/2011,712,73,"Manila City, National Capital",@pads_nosi Ah pota NPA din pala ito at aktibista now i know kaya pala ganun nalang ang lumalabas añsa bibig ng baklang pari na ito. OK hahahahhha.,The claim that civilians who participate in rallies for farmers are members of NPA has no basis,,,"Text, Reply",15/10/2022 21:27,,Emotional,7,0,2,0,,,Non-Satire,,
58-105,30/03/2023 17:55:17,https://twitter.com/awwttss0808/status/1579699447403261952,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@awwttss0808,Awwttss,,Anonymous,03/2020,68,5,,@eleps_slu Mga Aktibista hindi terorista??? Mga ulul mga lider nyo myembro ng NPA eh di damay kayo.... Mga uto uto kasi kayo hindi nyo alam background ng lider nyo,The claim the student leaders of UP are members of NPA has no basis,"Missing data: 
Location
Account Bio",,"Text, Reply",11/10/2022 13:04,,Emotional,0,0,0,0,,,Non-Satire,,
58-106,30/03/2023 17:55:17,https://twitter.com/Joelcptl/status/1579647734659035137,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@Joelcptl,CAPT XRP (xum/xwm),crypto holder,Anonymous,10/2021,171,281,,@inquirerdotnet Laban na mga kabataan na ginawa nyong AKTIBISTA AT NAGING NPA.  BAYAN GISING HUWAG HAYAAN NA SIRAIN NILA ANG KINABUKASAN NG ATING MGA KABATAAN,The claim that youth activists turn to become members of NPA has no basis,"Missing data: 
Location",,"Text, Reply",11/10/2022 09:39,,Emotional,1,1,0,0,,,Non-Satire,,
58-107,30/03/2023 17:55:17,https://twitter.com/dozZ3h_Vbril/status/1578020676270968837,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,❤💚✌👊,Anonymous,09/2015,2150,3129,,"Baka nakaka limutan niyo 😂😂😂 kaya nag Martial Law noon si FEM dahil sa panggugulo ng NPA/Aktibista.

Subukan niyong galitin si PBBM 😂😂😂 isa ako sa matutuwa pag nag Martial Law kasi kung mag patayan man mga NPA alam ng 31M na STYLE LANG YAN SABAY BINTANG SA IBA 😂😂😂","The claim that activists are associated with NPA has no basis.

The claim that activists caused Martial Law in the Philippines is false.","Missing data: 
Location",,Text,06/10/2022 21:53,,Emotional,4,0,1,0,,,Non-Satire,,
58-108,30/03/2023 17:55:17,https://twitter.com/vibarjenn7116/status/1577601044758269952,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@vibarjenn7116,Jenn Vibar,,Identified,05/2022,159,101,,Tapos wala pang 24hrs may rally na  at ready na mga banners at plakcards nila oh diba ang bilis talaga ng mga aktibista nato eh kita nmn na yung mga may hawak ng banners eh parang inutusan lng naman..curious lng ako sa “Ka Precy”🤔🤔🤔tunog CPP NPA ang dating https://t.co/74mAbZa3hZ,The claim that activists who call for justice for Percy Lapid are members of NPA has no basis.,"Missing data: 
Location
Account Bio",,"Text, Image, Reply",05/10/2022 18:06,,Emotional,1,0,0,0,,,Non-Satire,,
58-109,30/03/2023 17:55:18,https://twitter.com/AAlorab/status/1577164402628841472,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@AAlorab,olin azia,,Anonymous,10/2021,51,19,,Mai connect?? Bakit hindi mo i condemn ang CPP-NPA-NDF sa patuloy na panggagamit sa mga journalists at aktibista?? Pumapatay para lang may maibato sa GOBYERNO!,The claim that activists and journalists are used by CPP/NPA/NDF has no basis,"Missing data: 
Location
Account Bio",,"Text, Reply",04/10/2022 13:11,,Emotional,0,0,0,0,,,Non-Satire,,
58-110,30/03/2023 17:55:18,https://twitter.com/Joelcptl/status/1577119286639747072,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@Joelcptl,CAPT XRP (xum/xwm),crypto holder,Anonymous,10/2021,171,281,,"@raissawriter @UNCHRSS Yan ang katotohanan kz ang KAMPON nyong liberal party dilawan CPP NPA NDF ay mga magkakasabwat, ang bilang ng mga martial law victim na namatay na sinasabi nyo ay mga kapwa npa at aktibista na pinag hihinalaan sa grupo as dpa kaya pinagpapatay mga demonyong salot kayo sa lipunan",The claim that supporters of the Aquinos and Liberal Party are conspiring with CPP/NPA/NDF has no basis,"Missing data: 
Location",,"Text, Reply",04/10/2022 10:11,,Emotional,0,0,0,0,,,Non-Satire,,
58-111,30/03/2023 17:55:18,https://twitter.com/betinacastle/status/1577052748968706048,58,"Gulapa, Mutya",REDT,Redtagging of activists during the Duterte administration,aktibista npa since:2016-01-01 until:2022-12-31,@betinacastle,Betinacastle,,,04/2021,185,120,,"@ABSCBNNews Tinumba ng dilawan-cpp-npa-ndf at ibibintang kay PBBM? 

Mag rarally na naman mga aktibista at gagatungan ng mga biased media sabay sumbong sa CHR at ICC. 

Style nila bulok",The claim that supporters of the Aquinos are associated with CPP/NPA/NDF has no basis,"Missing data: 
Location
Account Bio",,,04/10/2022 05:47,,,0,3,0,1,,,Non-Satire,,
58-112,19/04/2023 15:28:09,https://twitter.com/lady_rose55/status/1291891775095767040,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@lady_rose55,Rose Reyes,ASIAN Drama ENTHUSIAST...Recently CDrama inspired by my ARDENT FASCINATION & FIXATION with #TenMilesofPeachBlossoms #YangMi #MarkChao/Zhao,Anonymous,04/2017,255,51,,@jkchan1234 Palpak pandemic response...sigaw ng mga orocans at power grabbers... Nag lockdown na nga tayo at contained na sana pero KAYO rally ng rally para pumatay ng mga taong dahil sa katangahan nila sumusunod sa inyo..pweee!,The claim that activists are murderers has no basis,"Missing data:
Location",-,"Text, Reply",08/08/2020 08:19,-,Emotional,2,0,1,0,,,Non-satire,,
58-113,19/04/2023 15:28:11,https://twitter.com/tweetmetomcruz/status/1151366930885820416,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@tweetmetomcruz,TomCruz,"Entrepreneur, Economist, Patriot",Anonymous,11/2009,2048,3477,Kyusi,@ABSCBNNews @raffsantos Higit na maraming ginawang EJK ang mga bandido at komunistang NPA! Dun kayo mag rally sa harap ng Dutch embassy para pauwiin ang irresponsableng tunay na nag uutos na pumatay sa mga mahihirap ng kanayunan.,The claim that activists are responsible for the extra-judicial killings has no basis,,-,"Text, Reply",17/07/2019 13:44,-,Emotional,4,0,1,0,,,Non-satire,,
58-114,19/04/2023 15:28:11,https://twitter.com/ArdiAngeles/status/1054525145652518912,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@ArdiAngeles,Ardi Angeles,,Identified,05/2011,167,45,brunei darussalam,@upscientia Rally kayo ng rally eh kayong mga npa ang pumatay dyan,The claim that student activists are members of NPA has no basis,"Missing data: 
Account Bio",-,"Text, Reply",23/10/2018 08:09,-,Emotional,0,0,0,0,,,Non-satire,,
58-115,19/04/2023 15:28:12,https://twitter.com/Kc91910581/status/967631314630438914,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@Kc91910581,Kc,Never again lP and dilaw Sila Ang salot sa natin bansa..Laban mga pilipino Ang Hindi bayaran pilipino😇😇 thank you Lord to protect my president Dueterte 😇😇,Anonymous,10/2017,102,8,,"@bulatlat @BayanMuna Sino ba pumatay sa farmer? Kayo Ang pumatay sa mga farmer bayan muna at bulatlat Kasi kayo Ang salot sa bansa Wala nga kayo nagawa sa bansa puro Lang kayo rally lista lol,ðŸ˜ðŸ˜ðŸ˜",The claim that activists from progressive sectors are responsible for the deaths of farmers has no basis,"Missing data: 
Location",-,"Text, Reply",25/02/2018 13:24,-,Emotional,0,0,0,0,,,Non-satire,,
58-116,19/04/2023 15:28:12,https://twitter.com/alonbuenavista/status/935759392867323904,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,rally pumatay until:2021-12-31 since:2016-01-01,@alonbuenavista,tom,,Anonymous,04/2016,257,14,"Al Sharq, Kuwait",@teddycasino Ano pinaglaban ng cpp npa teddy pantaypantay lupa ano pa mag aral kamo at magsikap sabihan mo mga member mo di pangingikil at pera sa rally inaasahan niyo magtrabaho kayo oi mga ogok.rebulosyon gusto niyo kumunista ideolihiya ng npa ang pumatay ng inosente tao.,The claim that Teddy Casino is a member of CPP NPA has no basis,"Missing data: 
Account Bio",-,"Text, Reply",29/11/2017 14:36,-,Emotional,0,0,0,0,,,Non-satire,,
58-117,19/04/2023 16:32:00,https://twitter.com/UserWidSlipihed/status/1401805886813880323,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@UserWidSlipihed,entitled nigga,,Anonymous,06/2021,785,858,,"Pano mo malalman na mga Terorista itong Dilawanatics?
 Syempre kapag may namatay na Sibilyan at NPA ang salarinâ€”tahimik sila eh. Pero kung aktibista ang nachugi, agad agad yan sila magpoprotesta â€”daming hanash chu chu blah blah. Punyetas!ðŸ˜¤
 
 #AbolishCHRPH
 #JusticeForKiethAbsalon",The claim that civilians who support the Aquinos are terrorists has no basis,"Missing data: 
Account Bio
Location",-,Text,07/06/2021 15:39,-,Emotional,19,0,5,1,,,Non-satire,,
58-118,19/04/2023 16:32:01,https://twitter.com/ApayaoP/status/1390448107872145410,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@ApayaoP,PNPApayaoPPO,To SERVE and PROTECT,Identified,12/2021,118,47,,"Aktibista patungong terorista!
 
 Huwag magpaloko sa CPP-NPA-NDF!
 
 @PNPCordillera
 #PNPKakampiMo 
 #TeamPNP 
 #WeServeAndProtect https://t.co/RD8XtRKcFh",The claim that activists become members of NPA has no basis,"Missing data: 
Location",-,"Text, Image",07/05/2021 07:27,-,Rational,1,0,0,0,,,Non-satire,,
58-119,19/04/2023 16:32:01,https://twitter.com/GreenBu15861625/status/1372645203341799428,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@GreenBu15861625,GreenButterfly,love to be on top,Anonymous,05/2019,242,12,"Cebu City, Central Visayas","@Jaybonito @realree888 Are you sure Napako?
 Paano naman matitigil ang criminality kung ang kataas tasan na mga dilawan na politiko ay sumusuporta sa NPA. Dapat mamatay ang dapat mamatay, ang nagtatagong terorista sa mukha nang aktibista ay dapat patayin.
 #aktibistaMayhawaknaSANDATA","The claim that supporters of the Aquinos are supporters of NPA has no basis

The claim that members of NPA disguise as activists has no basis",,-,"Text, Reply",19/03/2021 04:24,-,Emotional,2,0,0,0,,,Non-satire,,
58-120,19/04/2023 16:32:01,https://twitter.com/Jjcruz2/status/1371269282512838656,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@Jjcruz2,jcco,I am nobody and nothing to brag about.,Anonymous,03/2012,5226,7029,,"Recently, ang balita ko panay ang kampi ni Leni Robdredo sa mga aktibista/NPA/terrorist.
 
 Naisip ko lang... pag sumapi sya bilang NPA, ano itatawag sa kanya ng mga terorista? 
 
 Ka Peyk peyk? ðŸ¤”ðŸ˜…",The claim that supporting activists equate to supporting NPA is false,"Missing data: 
Location",-,Text,15/03/2021 09:17,-,Emotional,51,21,5,0,,,Non-satire,,
58-121,19/04/2023 16:32:01,https://twitter.com/cheztah522/status/1360500753425518599,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@cheztah522,You dont know me!!!,,Anonymous,09/2016,793,16,"Bacoor, Calabarzon","@natoreyes HAHAHAHAHA hoy BABALINO normal na talaga sa inyong nga AKTIBISTA/NPA TERORISTA SUPPORTER ang mag kalat ng kagaguhan in any forms ano? Sabagay. Sa rally nyo pa nga lang eh, lake nyo ng kalat sa mundo! Oras na talaga para isa isahin na kayong ikalaboso.",The claim that activists are associated with NPA has no basis,"Missing data: 
Account Bio",-,"Text, Reply",13/02/2021 16:07,-,Emotional,0,0,0,0,,,Non-satire,,
58-122,19/04/2023 16:32:02,https://twitter.com/AldusEthan/status/1351463944729329666,58,"Gulapa, Mutya",REDT,Red-tagging of activists during the Duterte Administration,aktibista terorista npa until:2021-12-31 since:2016-01-01,@AldusEthan,Ethan Aldus,,Anonymous,11/2020,2,1,,"@sarahelago Defend UP ba kamo? Para ano, maging pugad ng NPA at mga pekeng aktibista na naging terorista? Tapos pondo ng taxpayer?
 Mga Gago.",The claim that student activists turn to become members of NPA has no basis,"Missing data: 
Account Bio
Location",-,"Text, Reply",19/01/2021 17:38,-,Emotional,0,0,0,0,,,Non-satire,,
58-123,4/3/2023 04:17:02,https://twitter.com/DavidPCua/status/1496486792824254468,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@DavidPCua,dÃ©bid â¤ï¸â€ðŸ”¥,siomai connoisseur,Identified,02/2022,1022,1413,sa tabing dagat,"others: â€œrally kayo nang rally, mga terorista!â€
 also others: *aattend ng BBM-SARA rally
 
 ðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ªðŸ¤ª",The claim that civilians who rally are terrorists has no basis,,,Text,23/02/2022 22:07,-,Emotional,1,0,0,0,,,Satire,,
58-124,4/3/2023 04:17:02,https://twitter.com/barrett_cal50/status/1435886728523382788,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@barrett_cal50,Justin_CðŸ’™ðŸ¹âš”âœŒðŸ‘Š,My opinions here are solely my own. I speak fluent Sarcasm. Lethal Marksman. Craves for Japanese cuisine. Beach addict. Believer of the Holy Trinity.ðŸ™ ðŸ‘âœŒðŸ‘ŠðŸ¾,Anonymous,09/2021,4427,2468,Ukraine,Rally rally na kayo mga Pesteng Terorista!,The claim that civilians who rally are terrorists has no basis,,,"Text, Reply",09/09/2021 16:44,-,Emotional,3,0,0,0,,,Non-satire,,
58-125,4/3/2023 04:17:02,https://twitter.com/KugelBleister/status/1420714544897347589,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@KugelBleister,ðŸ‘Š toshedâœŒï¸,,Anonymous,07/2021,287,242,Eritrea,@marortoll May mananagot talaga. Kayong mga NPA yun. Iisa isahin na kayong mga terorista kayo. Wala na kayo ginawa kungdi mag rally. Bilang na araw nyong mga teroristang hindot kayo. Sana maubos na kayo nang umusad naman ang bansa. Kaya ata tayo third world country pa din dahil sa tulad nyo,The claim that civilians who rally are terrorists has no basis,Missing bio,,"Text, Reply",29/07/2021 19:55,-,Emotional,0,0,0,0,,,Non-satire,,
58-126,4/3/2023 04:17:02,https://twitter.com/maharshalal/status/1414910857155203072,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@maharshalal,Precious Ariel #BBM-SARA #SENDIGONG,precious child of GOD!,Anonymous,07/2021,1116,1492,philippines,Asus. Ano puro kasi rally at pagtatanggol sa mga terorista ang inatupag ninyo. Di kayo nakakatulong sa bayan. Kaya ayan kulelat. Magdusa kayo.,The claim that civilians who rally are terrorists has no basis,,,"Text, Reply",13/07/2021 19:33,-,Emotional,1,0,0,0,,,Non-satire,,
58-127,4/3/2023 04:17:02,https://twitter.com/itscdz/status/1383395418172583936,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@itscdz,Supremo,Where should i go?,Anonymous,04/2021,6,1,,@GabrielaWomenPL Ulol mga terorista! Dun kayo sa west philippine sea mag rally,The claim that members of the Gabriela Partylist are terrorists has no basis,Missing location,,"Text, Reply",17/04/2021 20:22,-,Emotional,0,0,0,0,,,Non-satire,,
58-128,4/3/2023 04:17:02,https://twitter.com/rod_pinochet/status/1363645345331249152,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@rod_pinochet,Rodrigo Suharto Pinochet ðŸ‘Š ðŸ‡µðŸ‡­ ðŸ™‹â€â™‚ï¸,"Proud DDS TROLL â™¥ï¸ðŸ‡µðŸ‡­ ðŸ’šAnti-Dilawan/Anti-CPP-NPA-NDF
 #BBMSARA â¤ï¸ ðŸ‡µðŸ‡­ ðŸ’š
 #YesToAntiTerrorismLaw ðŸ‘Š ðŸ‡µðŸ‡­ðŸ™‹â€â™‚ï¸
 #FreeGenPalparan ðŸ‘Š ðŸ‡µðŸ‡­ ðŸ™‹â€â™‚ï¸",Anonymous,02/2021,1175,580,,@teddycasino TERORISTA naman kayo. Dapat nga matagal na kayong niraratrat tuwing may rally kayo.,The claim that Teddy Casino is a terrorist has no basis,Missing location,,"Text, Reply",22/02/2021 08:22,-,Emotional,3,0,0,0,,,Non-satire,,
58-129,4/3/2023 04:17:02,https://twitter.com/demoCrazy86/status/1361094763466792960,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@demoCrazy86,NoMercy,"A person's mind is so POWERFUL. We can invent, create, experience and destroy things with THOUGHTS alone.",Anonymous,02/2021,289,63,,@teddycasino Litsugas ipokpok mo yan s ulo mo boi lipstick ang hilig nyong sumakay s isyu ng ibang bansa palibhasa mga gawain nyong mga terorista kayo puro rally una gusto nyo gayahin ang protest rally ng Thailand sunod Washington ngayon naman Myanmar meron b kayong napapala ðŸ¤£ðŸ¤£ðŸ¤£,The claim that Teddy Casino is a terrorist has no basis,Missing location,,"Text, Reply",15/02/2021 07:27,-,Emotional,0,0,0,0,,,Non-satire,,
58-130,4/3/2023 04:17:02,https://twitter.com/zarahmontano/status/1356478847294791681,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@zarahmontano,QUEENBEE ðŸ,"You hate me? Thatâ€™s good, now stfu",Anonymous,02/2021,170,49,Makati City,@KabataanPL After rally magkakalat yang mga salot na ipis na yan! Kadiring idolohiya! Kayong mga terorista ang tunay na nagpapagulo sa Pilipinas!,The claim that activists are terrorists has no basis,,,"Text, Reply",02/02/2021 13:45,-,Emotional,6,0,2,0,,,Non-satire,,
58-131,4/3/2023 04:17:02,https://twitter.com/crispy_maling/status/1354022063820824576,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@crispy_maling,unusual hilichurl èµ¤ã„é¦¬,*retweeting cats* | à²¥âŒ£à²¥,Anonymous,01/2021,203,328,52.376552.5.198303,mga terorista amp bat nagra-rally,The claim that civilians who rally are terrorists has no basis,,,"Text, Reply",26/01/2021 19:03,-,Emotional,0,0,0,0,,,Satire,,
58-132,4/3/2023 04:17:02,https://twitter.com/MarC012378/status/1348022830626000896,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@MarC012378,Marl,Basketball Government & Politics Music Music & Entertainment Sports Weather News,Anonymous,01/2021,262,401,Republic of the Philippines,@teddycasino kung violence paguusapan dapat kayong mga NPA ang unang unang masususpinde. terorista kayo e. isunod na mga pasimuno ng rally rally na yan na pasakit lang sa trapiko sagabal sa daan.,The claim that Teddy Casino is a terrorist has no basis,,,"Text, Reply",10/01/2021 05:44,-,Emotional,5,0,0,0,,,Non-satire,,
58-133,4/3/2023 04:17:02,https://twitter.com/OMGoys/status/1344067633939795968,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@OMGoys,ðŸŒ¸GoysðŸŒ¸,LENI FOR PRESIDENT 2022,Anonymous,12/2021,510,621,Venus,Puro reklamo kasi e. Terorista ka rally ka ng rally. Dapat tumulong ka na lang sa mga Kastila. #NasaPusoKoAngGobernadorHeneral #RizalDay #rizalday2020 https://t.co/2y1nGkvNAI,The claim that civilians who rally are terrorists has no basis,,,"Text, Image, Reply",30/12/2021 07:47,-,Emotional,0,0,0,0,,,Satire,,
58-134,4/3/2023 04:17:02,https://twitter.com/magoo887/status/1331221842225475585,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@magoo887,magoo88,,Anonymous,11/2020,35,10,,@News5PH Oh umamin na. Rally now terorista later!!,The claim that civilians who rally are terrorists has no basis,"Missing location, bio",,"Text, Reply",24/11/2020 21:03,-,Emotional,0,0,0,0,,,Non-satire,,
58-135,4/3/2023 04:17:02,https://twitter.com/boytambling2k/status/1326088312306733056,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@boytambling2k,AnTHOnY,,Anonymous,11/2020,149,24,"Central Luzon, Republic of the","@teddycasino hahahha parang bata lang idiot Teddy ðŸ˜‚ðŸ˜‚ðŸ˜‚ tas pag di nagustuhan , rally na naman ðŸ˜¬ðŸ˜¬ðŸ˜¬ðŸ˜¬. magka virus ka sanang terorista ka!!",The claim that Teddy Casino is a terrorist has no basis,Missing bio,,"Text, Reply",10/11/2020 17:04,-,Emotional,0,0,0,0,,,Non-satire,,
58-136,4/3/2023 04:17:02,https://twitter.com/rising_hail/status/1323906455980843008,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally terorista since:2016-01-01 until:2022-12-31,@rising_hail,Hailey â¤ï¸ðŸ’š,"I Stand With President Duterte ðŸ‘ŠðŸ‡µðŸ‡­
 BBM-SDC Supporter âœŒðŸ»ðŸ‘ŠðŸ»â¤ï¸ðŸ‡µðŸ‡­
 
 #ProudDDS",Anonymous,11/2020,663,587,,@teddycasino Ikaw nga terorista pinagkakitaan mo pa yung mga rally nio budget napunta sa bulsa mo tapos papakaen mo sa pamilya mo. Kadiri. ðŸ¤®,The claim that Teddy Casino is a terrorist has no basis,Missing location,,"Text, Reply",04/11/2020 16:34,-,Emotional,2,0,0,0,,,Non-satire,,
58-137,4/18/2023 09:37:17,https://twitter.com/doubletree108/status/1603845334844993537,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally bayad since:2016-01-01 until:2022-12-31,@doubletree108,RMG,,Anonymous,12/2022,77,94,,"@natoreyes Kung bawasan din kaya ang bayad sa yo tuwing mag rally ka, happy ka kaya?",The claim that activists receive income from going to rallies has no basis,"Missing location, bio",,"Text, Reply",17/12/2022 04:11,-,Emotional,0,0,0,0,52,,Non-satire,,
58-138,4/18/2023 09:37:17,https://twitter.com/santebago2003/status/1603582737461698560,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally bayad since:2016-01-01 until:2022-12-31,@santebago2003,Susan Jorge,,Anonymous,12/2022,67,14,,"@modernjuana @pinoyanghang May bayad yan!
 need nila magrally para mapadalhan sila ni JS (yung nasa Netherlands) ng funds...ang pic ng rally ay evidence to get paid",The claim that activists receive income from going to rallies has no basis,"Missing location, bio",,"Text, Reply",16/12/2022 10:48,-,Emotional,10,0,0,0,349,,Non-satire,,
58-139,4/18/2023 09:37:17,https://twitter.com/makimak99542184/status/1602843394962690048,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally bayad since:2016-01-01 until:2022-12-31,@makimak99542184,makimaki,,Anonymous,12/2022,43,31,,@LakasNgTimog May bayad kasi rally. Pano nmn hanapbuhay ng kawawang NPA pag may mandatory ROTC?ðŸ˜‚,The claim that activists receive income from going to rallies has no basis,"Missing location, bio",,"Text, Reply",14/12/2022 09:50,-,Emotional,1,0,0,0,,,Non-satire,,
58-140,4/18/2023 09:37:17,https://twitter.com/todongpnoy/status/1602673514108309507,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally bayad since:2016-01-01 until:2022-12-31,@todongpnoy,todongpnoy,Y driver,Anonymous,12/2022,2946,1738,,Last year ay P 300 ang bayad ng mga rally participants.,The claim that activists receive 300 pesos from going to rallies has no basis,Missing location,,"Text, Reply",13/12/2022 22:35,-,Emotional,1,0,0,0,,,Non-satire,,
58-141,4/18/2023 09:37:17,https://twitter.com/Juliusrobles274/status/1601438936756523011,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally bayad since:2016-01-01 until:2022-12-31,@Juliusrobles274,×’'×•×œ×™×•×¡ ×¨×•×‘×œ×¡,"DU30 Diehard Supporters (DDS)
 No to CPP-NPA-NDF
 #NTFELCAC
 #EO70",Anonymous,12/2022,1009,788,Kingdom of Saudi Arabia,@Paps_Caloy Muntikan na.. hindi kayang magbayad nang hospital bill ang 500 petot na bayad sa rally.,The claim that activists receive 500 pesos from going to rallies has no basis,,,"Text, Reply",10/12/2022 12:49,-,Emotional,0,0,0,0,,,Non-satire,,
58-142,4/18/2023 09:37:17,https://twitter.com/Vanessa35764566/status/1601377958748307456,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally bayad since:2016-01-01 until:2022-12-31,@Vanessa35764566,Denki,For Mobile Legends purposes!,Anonymous,12/2022,20,7,,@jhomer_apresto @dzbb @gmanews Yung 500 lang bayad sayo para mag rally tapos mamamatay ka pa!,The claim that activists receive 500 pesos from going to rallies has no basis,Missing location,,"Text, Reply",10/12/2022 08:47,-,Emotional,0,0,0,0,,,Non-satire,,
58-143,4/18/2023 09:37:17,https://twitter.com/Barda_han/status/1600292682500575233,58,"Pagdanganan, Andrew Miguel",REDT,Redtagging of activists during the Duterte administration,rally bayad since:2016-01-01 until:2022-12-31,@Barda_han,Magna_Kaw,Barda Han,Anonymous,12/2022,15,1,,@Jai05945392 @PinoyAkoBlog Bobo ka talaga haha... Hindi mo alam ang BILLION kasi nga 500 petot lang ang bayad sa pulangaw kada hakot sa rally nyo lol,The claim that activists receive income from going to rallies has no basis,Missing location,,"Text, Reply",07/12/2022 08:54,-,Emotional,0,0,0,0,,,Non-satire,,
